;;;year
CRC-SPIN (RAND);Zheng W, Rutter CM, Estimated mean sojourn time associated with hemoccult SENSA for detection of proximal and distal colorectal cancer, Cancer Epidemiol Biomarkers Prev, Oct. 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22911331;2012
CRC-SPIN (RAND);Rutter CM, Johnson E, Miglioretti DL, Mandelson MT, Inadomi J, Buist DS, Adverse events after screening and follow-up colonoscopy, Cancer Causes Control, Feb. 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22105578;2012
MISCAN-Colon (Erasmus/MSK);Lansdorp-Vogelaar I, Kuntz KM, Knudsen AB, van Ballegooijen M, Zauber AG, Jemal A, Contribution of screening and survival differences to racial disparities in colorectal cancer rates, Cancer Epidemiol Biomarkers Prev, May 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22514249;2012
MISCAN-Colon (Erasmus/MSK);Zauber AG, Winawer SJ, O'Brien MJ, Lansdorp-Vogelaar I, van Ballegooijen M, Hankey BF, Shi W, Bond JH, Schapiro M, Panish JF, Stewart ET, et al., Colonoscopic polypectomy and long-term prevention of colorectal-cancer deaths, N Engl J Med, Feb. 23, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22356322;2012
SimCRC (Minnesota/MGH);Knudsen AB, Hur C, Gazelle GS, Schrag D, McFarland EG, Kuntz KM, Rescreening of persons with a negative colonoscopy result: results from a microsimulation model, Ann Intern Med, Nov. 6, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23128861;2012
SimCRC (Minnesota/MGH);Haug U, Knudsen AB, Kuntz KM, How should individuals with a false-positive fecal occult blood test for colorectal cancer be managed? A decision analysis, Int J Cancer, Nov. 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22307927;2012
EACMo (MGH);Hur C, Choi SE, Rubenstein JH, Kong CY, Nishioka NS, Provenzale DT, Inadomi JM, The cost effectiveness of radiofrequency ablation for Barrett's esophagus, Gastroenterology, Sept. 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22626608;2012
EACMo (MGH);Omer ZB, Ananthakrishnan AN, Nattinger KJ, Cole EB, Lin JJ, Kong CY, Hur C, Aspirin protects against Barrett's esophagus in a multivariate logistic regression analysis, Clin Gastroenterol Hepatol, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22426086;2012
EACMo (MGH);Choi SE, Hur C, Screening and surveillance for Barrett's esophagus: current issues and future directions, Curr Opin Gastroenterol, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22508325;2012
MISCAN-ESO (Erasmus/UW);Hur C, Choi SE, Rubenstein JH, Kong CY, Nishioka NS, Provenzale DT, Inadomi JM, The cost effectiveness of radiofrequency ablation for Barrett's esophagus, Gastroenterology, Sept. 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22626608;2012
LCPM (MGH);Feuer EJ, Moolgavkar SH, Levy DT, Kimmel M, Clarke LD. The Impact of the Reduction in Tobacco Smoking on U.S. Lung Cancer Mortality (1975-2000): Collective Results from the Cancer Intervention and Surveillance Modeling Network (CISNET). Risk Anal 2012 Aug 7 32(S1):S1-S201.;;2012
LCPM (MGH);Bloch M, Backinger CL, Compton WM, Conway K, Standing on the threshold of change, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882881;2012
LCPM (MGH);McMahon PM, Kong CY, Johnson BE, Weinstein MC, Weeks JC, Tramontano AC, Cipriano LE, Bouzan C, Gazelle GS, Chapter 9: The MGH-HMS lung cancer policy model: tobacco control versus screening, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882882;2012
LCPM (MGH);Anderson CM, Burns DM, Dodd KW, Feuer EJ, Chapter 2: Birth-cohort-specific estimates of smoking behaviors for the U.S. population, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882884;2012
LCPM (MGH);Boer R, Moolgavkar SH, Levy DT, Chapter 15: Impact of tobacco control on lung cancer mortality in the United States over the period 1975-2000--summary and limitations, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882889;2012
LCPM (MGH);Rosenberg MA, Feuer EJ, Yu B, Sun J, Henley SJ, Shanks TG, Anderson CM, McMahon PM, Thun MJ, Burns DM, Chapter 3: Cohort life tables by smoking status, removing lung cancer as a cause of death, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882890;2012
LCPM (MGH);Holford TR, Clark L, Chapter 4: Development of the counterfactual smoking histories used to assess the effects of tobacco control, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882891;2012
LCPM (MGH);Jeon J, Meza R, Krapcho M, Clarke LD, Byrne J, Levy DT, Chapter 5: Actual and counterfactual smoking prevalence rates in the U.S. population via microsimulation, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882892;2012
LCPM (MGH);Feuer EJ, Levy DT, McCarthy WJ, Chapter 1:The impact of the reduction in tobacco smoking on U.S. lung cancer mortality, 1975-2000: an introduction to the problem, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882893;2012
LCPM (MGH);Moolgavkar SH, Holford TR, Levy DT, Kong CY, Foy M, Clarke L, Jeon J, Hazelton WD, Meza R, Schultz F, McCarthy W, et al., Impact of reduced tobacco smoking on lung cancer mortality in the United States during 1975-2000, J Natl Cancer Inst, April 4, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22423009;2012
LCPM (MGH);Kong CY, Lee JM, McMahon PM, Lowry KP, Omer ZB, Eisenberg JD, Pandharipande PV, Gazelle GS, Using radiation risk models in cancer screening simulations: important assumptions and effects on outcome projections, Radiology, March 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22357897;2012
LMO (FHCRC);Hazelton WD, Goodman G, Rom WN, Tockman M, Thornquist M, Moolgavkar S, Weissfeld JL, Feng Z, Longitudinal multistage model for lung cancer incidence, mortality, and CT detected indolent and aggressive cancers, Math Biosci, Nov. 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22705252;2012
MISCAN-Lung (Erasmus);Feuer EJ, Moolgavkar SH, Levy DT, Kimmel M, Clarke LD. The Impact of the Reduction in Tobacco Smoking on U.S. Lung Cancer Mortality (1975-2000): Collective Results from the Cancer Intervention and Surveillance Modeling Network (CISNET). Risk Anal 2012 Aug 7 32(S1):S1-S201.;;2012
MISCAN-Lung (Erasmus);Bloch M, Backinger CL, Compton WM, Conway K, Standing on the threshold of change, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882881;2012
MISCAN-Lung (Erasmus);Anderson CM, Burns DM, Dodd KW, Feuer EJ, Chapter 2: Birth-cohort-specific estimates of smoking behaviors for the U.S. population, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882884;2012
MISCAN-Lung (Erasmus);Boer R, Moolgavkar SH, Levy DT, Chapter 15: Impact of tobacco control on lung cancer mortality in the United States over the period 1975-2000--summary and limitations, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882889;2012
MISCAN-Lung (Erasmus);Rosenberg MA, Feuer EJ, Yu B, Sun J, Henley SJ, Shanks TG, Anderson CM, McMahon PM, Thun MJ, Burns DM, Chapter 3: Cohort life tables by smoking status, removing lung cancer as a cause of death, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882890;2012
MISCAN-Lung (Erasmus);Holford TR, Clark L, Chapter 4: Development of the counterfactual smoking histories used to assess the effects of tobacco control, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882891;2012
MISCAN-Lung (Erasmus);Jeon J, Meza R, Krapcho M, Clarke LD, Byrne J, Levy DT, Chapter 5: Actual and counterfactual smoking prevalence rates in the U.S. population via microsimulation, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882892;2012
MISCAN-Lung (Erasmus);Feuer EJ, Levy DT, McCarthy WJ, Chapter 1:The impact of the reduction in tobacco smoking on U.S. lung cancer mortality, 1975-2000: an introduction to the problem, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882893;2012
MISCAN-Lung (Erasmus);Schultz FW, Boer R, de Koning HJ, Chapter 7: Description of MISCAN-lung, the Erasmus MC Lung Cancer microsimulation model for evaluating cancer control interventions, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882895;2012
MISCAN-Lung (Erasmus);Moolgavkar SH, Holford TR, Levy DT, Kong CY, Foy M, Clarke L, Jeon J, Hazelton WD, Meza R, Schultz F, McCarthy W, et al., Impact of reduced tobacco smoking on lung cancer mortality in the United States during 1975-2000, J Natl Cancer Inst, April 4, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22423009;2012
SimSmoke (Georgetown);Feuer EJ, Moolgavkar SH, Levy DT, Kimmel M, Clarke LD. The Impact of the Reduction in Tobacco Smoking on U.S. Lung Cancer Mortality (1975-2000): Collective Results from the Cancer Intervention and Surveillance Modeling Network (CISNET). Risk Anal 2012 Aug 7 32(S1):S1-S201.;;2012
SimSmoke (Georgetown);Bloch M, Backinger CL, Compton WM, Conway K, Standing on the threshold of change, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882881;2012
SimSmoke (Georgetown);Levy DT, Blackman K, Zaloshnja E, Chapter 10: A macro-model of smoking and lung cancer: examining aggregate trends in lung cancer rates using the CPS-I and CPS-II and two-stage clonal expansion models, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882883;2012
SimSmoke (Georgetown);Anderson CM, Burns DM, Dodd KW, Feuer EJ, Chapter 2: Birth-cohort-specific estimates of smoking behaviors for the U.S. population, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882884;2012
SimSmoke (Georgetown);Holford TR, Levy DT, Chapter 14: Comparing the adequacy of carcinogenesis models in estimating U.S. population rates for lung cancer mortality, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882888;2012
SimSmoke (Georgetown);Boer R, Moolgavkar SH, Levy DT, Chapter 15: Impact of tobacco control on lung cancer mortality in the United States over the period 1975-2000--summary and limitations, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882889;2012
SimSmoke (Georgetown);Rosenberg MA, Feuer EJ, Yu B, Sun J, Henley SJ, Shanks TG, Anderson CM, McMahon PM, Thun MJ, Burns DM, Chapter 3: Cohort life tables by smoking status, removing lung cancer as a cause of death, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882890;2012
SimSmoke (Georgetown);Holford TR, Clark L, Chapter 4: Development of the counterfactual smoking histories used to assess the effects of tobacco control, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882891;2012
SimSmoke (Georgetown);Jeon J, Meza R, Krapcho M, Clarke LD, Byrne J, Levy DT, Chapter 5: Actual and counterfactual smoking prevalence rates in the U.S. population via microsimulation, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882892;2012
SimSmoke (Georgetown);Feuer EJ, Levy DT, McCarthy WJ, Chapter 1:The impact of the reduction in tobacco smoking on U.S. lung cancer mortality, 1975-2000: an introduction to the problem, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882893;2012
SimSmoke (Georgetown);Moolgavkar SH, Holford TR, Levy DT, Kong CY, Foy M, Clarke L, Jeon J, Hazelton WD, Meza R, Schultz F, McCarthy W, et al., Impact of reduced tobacco smoking on lung cancer mortality in the United States during 1975-2000, J Natl Cancer Inst, April 4, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22423009;2012
SimSmoke (Georgetown);Levy DT, Boyle RG, Abrams DB, The role of public policies in reducing smoking: the Minnesota SimSmoke tobacco policy model, Am J Prev Med, Nov. 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23079215;2012
SimSmoke (Georgetown);Carreras G, Gorini G, Gallus S, Iannucci L, Levy DT, Predicting the future prevalence of cigarette smoking in Italy over the next three decades, Eur J Public Health, Oct. 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21893504;2012
SimSmoke (Georgetown);Levy D, Gallus S, Blackman K, Carreras G, La Vecchia C, Gorini G, Italy SimSmoke: the effect of tobacco control policies on smoking prevalence and smoking attributable deaths in Italy, BMC Public Health, Aug. 29, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22931428;2012
SimSmoke (Georgetown);Levy DT, Blackman K, Currie LM, Levy J, Clancy L, SimSmokeFinn: how far can tobacco control policies move Finland toward tobacco-free 2040 goals?, Scand J Public Health, Aug. 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22899560;2012
SimSmoke (Georgetown);Katanoda K, Levy DT, Nakamura M, Hagimoto A, Oshima A, Modeling the effect of disseminating brief intervention for smoking cessation at medical facilities in Japan: a simulation study, Cancer Causes Control, June 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22527171;2012
SimSmoke (Georgetown);Nagelhout GE, Levy DT, Blackman K, Currie L, Clancy L, Willemsen MC, The effect of tobacco control policies on smoking prevalence and smoking-attributable deaths. Findings from the Netherlands SimSmoke Tobacco Control Policy Simulation Model, Addiction, Feb. 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21906197;2012
SimSmoke (Georgetown);Levy D, de Almeida LM, Szklo A, The Brazil SimSmoke policy simulation model: the effect of strong tobacco control policies on smoking prevalence and smoking-attributable deaths in a middle income nation, PLoS Med, Jan. 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23139643;2012
UM-LCSm (Michigan);Feuer EJ, Moolgavkar SH, Levy DT, Kimmel M, Clarke LD. The Impact of the Reduction in Tobacco Smoking on U.S. Lung Cancer Mortality (1975-2000): Collective Results from the Cancer Intervention and Surveillance Modeling Network (CISNET). Risk Anal 2012 Aug 7 32(S1):S1-S201.;;2012
UM-LCSm (Michigan);Bloch M, Backinger CL, Compton WM, Conway K, Standing on the threshold of change, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882881;2012
UM-LCSm (Michigan);Anderson CM, Burns DM, Dodd KW, Feuer EJ, Chapter 2: Birth-cohort-specific estimates of smoking behaviors for the U.S. population, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882884;2012
UM-LCSm (Michigan);Boer R, Moolgavkar SH, Levy DT, Chapter 15: Impact of tobacco control on lung cancer mortality in the United States over the period 1975-2000--summary and limitations, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882889;2012
UM-LCSm (Michigan);Rosenberg MA, Feuer EJ, Yu B, Sun J, Henley SJ, Shanks TG, Anderson CM, McMahon PM, Thun MJ, Burns DM, Chapter 3: Cohort life tables by smoking status, removing lung cancer as a cause of death, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882890;2012
UM-LCSm (Michigan);Holford TR, Clark L, Chapter 4: Development of the counterfactual smoking histories used to assess the effects of tobacco control, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882891;2012
UM-LCSm (Michigan);Jeon J, Meza R, Krapcho M, Clarke LD, Byrne J, Levy DT, Chapter 5: Actual and counterfactual smoking prevalence rates in the U.S. population via microsimulation, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882892;2012
UM-LCSm (Michigan);Feuer EJ, Levy DT, McCarthy WJ, Chapter 1:The impact of the reduction in tobacco smoking on U.S. lung cancer mortality, 1975-2000: an introduction to the problem, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882893;2012
UM-LCSm (Michigan);McCarthy WJ, Meza R, Jeon J, Moolgavkar SH, Chapter 6: Lung cancer in never smokers: epidemiology and risk prediction models, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882894;2012
UM-LCSm (Michigan);Hazelton WD, Jeon J, Meza R, Moolgavkar SH, Chapter 8: The FHCRC lung cancer model, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882896;2012
UM-LCSm (Michigan);Moolgavkar SH, Holford TR, Levy DT, Kong CY, Foy M, Clarke L, Jeon J, Hazelton WD, Meza R, Schultz F, McCarthy W, et al., Impact of reduced tobacco smoking on lung cancer mortality in the United States during 1975-2000, J Natl Cancer Inst, April 4, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22423009;2012
YLCM (Yale);Feuer EJ, Moolgavkar SH, Levy DT, Kimmel M, Clarke LD. The Impact of the Reduction in Tobacco Smoking on U.S. Lung Cancer Mortality (1975-2000): Collective Results from the Cancer Intervention and Surveillance Modeling Network (CISNET). Risk Anal 2012 Aug 7 32(S1):S1-S201.;;2012
YLCM (Yale);Bloch M, Backinger CL, Compton WM, Conway K, Standing on the threshold of change, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882881;2012
YLCM (Yale);Anderson CM, Burns DM, Dodd KW, Feuer EJ, Chapter 2: Birth-cohort-specific estimates of smoking behaviors for the U.S. population, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882884;2012
YLCM (Yale);Holford TR, Levy DT, Chapter 14: Comparing the adequacy of carcinogenesis models in estimating U.S. population rates for lung cancer mortality, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882888;2012
YLCM (Yale);Boer R, Moolgavkar SH, Levy DT, Chapter 15: Impact of tobacco control on lung cancer mortality in the United States over the period 1975-2000--summary and limitations, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882889;2012
YLCM (Yale);Rosenberg MA, Feuer EJ, Yu B, Sun J, Henley SJ, Shanks TG, Anderson CM, McMahon PM, Thun MJ, Burns DM, Chapter 3: Cohort life tables by smoking status, removing lung cancer as a cause of death, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882890;2012
YLCM (Yale);Holford TR, Clark L, Chapter 4: Development of the counterfactual smoking histories used to assess the effects of tobacco control, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882891;2012
YLCM (Yale);Jeon J, Meza R, Krapcho M, Clarke LD, Byrne J, Levy DT, Chapter 5: Actual and counterfactual smoking prevalence rates in the U.S. population via microsimulation, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882892;2012
YLCM (Yale);Feuer EJ, Levy DT, McCarthy WJ, Chapter 1:The impact of the reduction in tobacco smoking on U.S. lung cancer mortality, 1975-2000: an introduction to the problem, Risk Anal, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22882893;2012
YLCM (Yale);Moolgavkar SH, Holford TR, Levy DT, Kong CY, Foy M, Clarke L, Jeon J, Hazelton WD, Meza R, Schultz F, McCarthy W, et al., Impact of reduced tobacco smoking on lung cancer mortality in the United States during 1975-2000, J Natl Cancer Inst, April 4, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22423009;2012
MISCAN-PRO (Erasmus);Etzioni R, Gulati R, Tsodikov A, Wever EM, Penson DF, Heijnsdijk EA, Katcher J, Draisma G, Feuer EJ, de Koning HJ, Mariotto AB, et al., The prostate cancer conundrum revisited: treatment changes and prostate cancer mortality declines, Cancer, Dec. 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22605665;2012
MISCAN-PRO (Erasmus);Gulati R, Tsodikov A, Wever EM, Mariotto AB, Heijnsdijk EA, Katcher J, de Koning HJ, Etzioni R, The impact of PLCO control arm contamination on perceived PSA screening efficacy, Cancer Causes Control, June 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22488488;2012
PSAPC (FHCRC);Etzioni R, Gulati R, Tsodikov A, Wever EM, Penson DF, Heijnsdijk EA, Katcher J, Draisma G, Feuer EJ, de Koning HJ, Mariotto AB, et al., The prostate cancer conundrum revisited: treatment changes and prostate cancer mortality declines, Cancer, Dec. 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22605665;2012
PSAPC (FHCRC);Gulati R, Tsodikov A, Wever EM, Mariotto AB, Heijnsdijk EA, Katcher J, de Koning HJ, Etzioni R, The impact of PLCO control arm contamination on perceived PSA screening efficacy, Cancer Causes Control, June 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22488488;2012
SCANS (Michigan);Etzioni R, Gulati R, Tsodikov A, Wever EM, Penson DF, Heijnsdijk EA, Katcher J, Draisma G, Feuer EJ, de Koning HJ, Mariotto AB, et al., The prostate cancer conundrum revisited: treatment changes and prostate cancer mortality declines, Cancer, Dec. 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22605665;2012
SCANS (Michigan);Gulati R, Tsodikov A, Wever EM, Mariotto AB, Heijnsdijk EA, Katcher J, de Koning HJ, Etzioni R, The impact of PLCO control arm contamination on perceived PSA screening efficacy, Cancer Causes Control, June 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22488488;2012
SCANS (Michigan);Ha J, Tsodikov A, Isotonic estimation of survival under a misattribution of cause of death, Lifetime Data Anal, Jan. 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22094534;2012
Bayesian Simulation Model (MDACC);Mandelblatt JS, Cronin KA, Berry DA, Chang Y, de Koning HJ, Lee SJ, Plevritis SK, Schechter CB, Stout NK, van Ravesteyn NT, Zelen M, et al., Modeling the impact of population screening on breast cancer mortality in the United States, Breast, Oct. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22015298;2011
BCOS (Stanford);Mandelblatt JS, Cronin KA, Berry DA, Chang Y, de Koning HJ, Lee SJ, Plevritis SK, Schechter CB, Stout NK, van Ravesteyn NT, Zelen M, et al., Modeling the impact of population screening on breast cancer mortality in the United States, Breast, Oct. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22015298;2011
CISNET-DFCI (Dana-Farber);Mandelblatt JS, Cronin KA, Berry DA, Chang Y, de Koning HJ, Lee SJ, Plevritis SK, Schechter CB, Stout NK, van Ravesteyn NT, Zelen M, et al., Modeling the impact of population screening on breast cancer mortality in the United States, Breast, Oct. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22015298;2011
MISCAN-Fadia (Erasmus);Mandelblatt JS, Cronin KA, Berry DA, Chang Y, de Koning HJ, Lee SJ, Plevritis SK, Schechter CB, Stout NK, van Ravesteyn NT, Zelen M, et al., Modeling the impact of population screening on breast cancer mortality in the United States, Breast, Oct. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22015298;2011
MISCAN-Fadia (Erasmus);Edwards-Bennett SM, Racial disparities in breast cancer mortality--letter, Cancer Epidemiol Biomarkers Prev, May 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21546367;2011
MISCAN-Fadia (Erasmus);van Ravesteyn NT, Schechter CB, Near AM, Heijnsdijk EA, Stoto MA, Draisma G, de Koning HJ, Mandelblatt JS, Race-specific impact of natural history, mammography screening, and adjuvant treatment on breast cancer mortality rates in the United States, Cancer Epidemiol Biomarkers Prev, Jan. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21119071;2011
Spectrum/G-E (Georgetown/Einstein);Mandelblatt J, Cronin K, Response to Hendrick and Helvie by the Cancer Intervention Surveillance Modeling Network (CISNET) Breast Working Group, AJR Am J Roentgenol, Oct. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21940561;2011
Spectrum/G-E (Georgetown/Einstein);Mandelblatt JS, Cronin KA, Berry DA, Chang Y, de Koning HJ, Lee SJ, Plevritis SK, Schechter CB, Stout NK, van Ravesteyn NT, Zelen M, et al., Modeling the impact of population screening on breast cancer mortality in the United States, Breast, Oct. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22015298;2011
Spectrum/G-E (Georgetown/Einstein);van Ravesteyn NT, Heijnsdijk EA, Draisma G, de Koning HJ, Prediction of higher mortality reduction for the UK Breast Screening Frequency Trial: a model-based approach on screening intervals, Br J Cancer, Sept. 27, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21863031;2011
Spectrum/G-E (Georgetown/Einstein);Mandelblatt JS, Stout N, Trentham-Dietz A, To screen or not to screen women in their 40s for breast cancer: is personalized risk-based screening the answer?, Ann Intern Med, July 5, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21727294;2011
Spectrum/G-E (Georgetown/Einstein);Edwards-Bennett SM, Racial disparities in breast cancer mortality--letter, Cancer Epidemiol Biomarkers Prev, May 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21546367;2011
Spectrum/G-E (Georgetown/Einstein);van Ravesteyn NT, Heijnsdijk EA, de Koning HJ, More on screening mammography, N Engl J Med, Jan. 20, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21247323;2011
Spectrum/G-E (Georgetown/Einstein);van Ravesteyn NT, Schechter CB, Near AM, Heijnsdijk EA, Stoto MA, Draisma G, de Koning HJ, Mandelblatt JS, Race-specific impact of natural history, mammography screening, and adjuvant treatment on breast cancer mortality rates in the United States, Cancer Epidemiol Biomarkers Prev, Jan. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21119071;2011
UWBCS (Wisconsin);Mandelblatt JS, Cronin KA, Berry DA, Chang Y, de Koning HJ, Lee SJ, Plevritis SK, Schechter CB, Stout NK, van Ravesteyn NT, Zelen M, et al., Modeling the impact of population screening on breast cancer mortality in the United States, Breast, Oct. 1, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22015298;2011
UWBCS (Wisconsin);Mandelblatt JS, Stout N, Trentham-Dietz A, To screen or not to screen women in their 40s for breast cancer: is personalized risk-based screening the answer?, Ann Intern Med, July 5, 2011 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=21727294;2011
UWBCS (Wisconsin);Sprague BL, Trentham-Dietz A, Hampton JM, Egan KM, Titus-Ernstof L, Remington PL, Newcomb PA. Variation in breast cancer risk factors by mode of detection. Am J Epidemiol 2011 173(Suppl 11):S251.;;2011
