  Name;Auth;Journal/Year;Abstract;Keys;Pmid;Info
Evaluation of health benefits and harms of the breast cancer screening programme in the Basque Country using discrete event simulation.;Arrospide A1,2,3, Rue M4,5, van Ravesteyn NT6, Comas M7,8, Larraƒ?aga N9,10, Sarriugarte G11, Mar J12,13,14,15.;BMC Cancer. 2015 Oct 12.15:671. doi: 10.1186/s12885-015-1700-4.;Abstract BACKGROUND: Since the breast cancer screening programme in the Basque Country (BCSPBC) was started in 1996, more than 400,000 women aged 50 to 69 years have been invited to participate. Based on epidemiological observations and simulation techniques it is possible to extend observed short term data into anticipated long term results. The aim of this study was to assess the effectiveness of the programme through 2011 by quantifying the outcomes in breast cancer mortality, life-years gained, false positive results, and overdiagnosis. METHODS: A discrete event simulation model was constructed to reproduce the natural history of breast cancer (disease-free, pre-clinical, symptomatic, and disease-specific death) and the actual observed characteristics of the screening programme during the evaluated period in the Basque women population. Goodness-of-fit statistics were applied for model validation. The screening effects were measured as differences in benefits and harms between the screened and unscreened populations. Breast cancer mortality reduction and life-years gained were considered as screening benefits, whereas, overdiagnosis and false positive results were assessed as harms. Results for a single cohort were also obtained. RESULTS: The screening programme yielded a 16 % reduction in breast cancer mortality and a 10 % increase in the incidence of breast cancer through 2011. Almost 2 % of all the women in the programme had a false positive result during the evaluation period. When a single cohort was analysed, the number of deaths decreased by 13 %, and 4 % of screen-detected cancers were overdiagnosed. Each woman with BC detected by the screening programme gained 2.5 life years due to early detection corrected by lead time. CONCLUSIONS: Fifteen years after the screening programme started, this study supports an important decrease in breast cancer mortality due to the screening programme, with reasonable risk of overdiagnosis and false positive results, and sustains the continuation of the breast cancer screening programme in the Basque population.;Research Support, Non-U.S. Gov't,Aged,Breast Neoplasms/epidemiology*,Female,Humans,Incidence,Mass Screening*/methods,Middle Aged,Mortality,Registries,Risk Assessment;26459293;
Evaluation of the benefits, harms and cost-effectiveness of potential alternatives to iFOBT testing for colorectal cancer screening in Australia;Lew, Jie-Bin, St John, D. James B., Macrae, Finlay A., Emery, Jon D., Ee, Hooi C., Jenkins, Mark A., He, Emily, Grogan, Paul, Caruana, Michael, Sarfati, Diana, Greuter, Marjolein J. E., Coupe, Veerle M. H., Canfell, Karen;2018;;;WOS:000434116300005;
Evaluation of the colorectal cancer screening Programme in the Basque Country (Spain) and its effectiveness based on the Miscan-colon model;Idigoras, I., Arrospide, A., Portillo, I., Arana-Arri, E., Martinez-Indart, L., Mar, J., de Koning, H. J., Lastra, R., Soto-Gordoa, M., van der Meulen, M., Lansdorp-Vogelaar, I.;2017;;;WOS:000406753600012;
Evidence-based policy choices for efficient and equitable cervical cancer screening programs in low-resource settings.;;Cancer Med. 2017 Aug.6(8):2008-2014. doi: 10.1002/cam4.1123. Epub 2017 Jul 14.;Abstract Women in developing countries disproportionately bear the burden of cervical cancer. The availability of prophylactic vaccines against human papillomavirus (HPV) types 16 and 18, which cause approximately 70% of cervical cancers, provides reason for optimism as roll-out begins with support from Gavi, the Vaccine Alliance. However, for the hundreds of millions of women beyond the target age for HPV vaccination, cervical cancer screening to detect and treat precancerous lesions remains the only form of prevention. Here we describe the challenges that confront screening programs in low-resource settings, including (1) optimizing screening test effectiveness. (2) achieving high screening coverage of the target population. and (3) managing screen-positive women. For each of these challenges, we summarize the tradeoffs between resource utilization and programmatic attributes. We then highlight opportunities for efficient and equitable programming, with supporting evidence from recent mathematical modeling analyses informed by data from the PATH demonstration projects in India, Nicaragua, and Uganda.;Choice Behavior*,Computer Simulation,Cost-Benefit Analysis,Developing Countries,Disease Management,Early Detection of Cancer*,Female,Health Policy*,Health Resources*,Humans,Mass Screening,Models, Theoretical,Papillomavirus Infections/complications,Papillomavirus Infections/diagnosis,Papillomavirus Infections/epidemiology,Papillomavirus Infections/virology,Uterine Cervical Neoplasms/diagnosis,Uterine Cervical Neoplasms/epidemiology*,Uterine Cervical Neoplasms/etiology;28707435;
Expected long-term impact of screening endoscopy on colorectal cancer incidence: a modelling study;Brenner, Hermann, Kretschmann, Jens, Stock, Christian, Hoffmeister, Michael;ONCOTARGET,2016;;;WOS:000385413000105;
Expected long-term impact of the German screening colonoscopy programme on colorectal cancer prevention: Analyses based on 4,407,971 screening colonoscopies;Brenner, Hermann, Altenhofen, Lutz, Stock, Christian, Hoffmeister, Michael;EUROPEAN JOURNAL OF CANCER,2015;;;WOS:000355332000016;
Expenditure and resource utilisation for cervical screening in Australia.;;BMC Health Serv Res. 2012 Dec 5.12:446. doi: 10.1186/1472-6963-12-446.;Abstract BACKGROUND: The National Cervical Screening Program in Australia currently recommends that women aged 18-69 years are screened with conventional cytology every 2 years. Publicly funded HPV vaccination was introduced in 2007, and partly as a consequence, a renewal of the screening program that includes a review of screening recommendations has recently been announced. This study aimed to provide a baseline for such a review by quantifying screening program resource utilisation and costs in 2010. METHODS: A detailed model of current cervical screening practice in Australia was constructed and we used data from the Victorian Cervical Cytology Registry to model age-specific compliance with screening and follow-up. We applied model-derived rate estimates to the 2010 Australian female population to calculate costs and numbers of colposcopies, biopsies, treatments for precancer and cervical cancers in that year, assuming that the numbers of these procedures were not yet substantially impacted by vaccination. RESULTS: The total cost of the screening program in 2010 (excluding administrative program overheads) was estimated to be A$194.8M. We estimated that a total of 1.7 million primary screening smears costing $96.7M were conducted, a further 188,900 smears costing $10.9M were conducted to follow-up low grade abnormalities, 70,900 colposcopy and 34,100 histological evaluations together costing $21.2M were conducted, and about 18,900 treatments for precancerous lesions were performed (including retreatments), associated with a cost of $45.5M for treatment and post-treatment follow-up. We also estimated that $20.5M was spent on work-up and treatment for approximately 761 women diagnosed with invasive cervical cancer. Overall, an estimated $23 was spent in 2010 for each adult woman in Australia on cervical screening program-related activities. CONCLUSIONS: Approximately half of the total cost of the screening program is spent on delivery of primary screening tests. but the introduction of HPV vaccination, new technologies, increasing the interval and changing the age range of screening is expected to have a substantial impact on this expenditure, as well as having some impact on follow-up and management costs. These estimates provide a benchmark for future assessment of the impact of changes to screening program recommendations to the costs of cervical screening in Australia.;Research Support, Non-U.S. Gov't,Adolescent,Adult,Aged,Aged, 80 and over,Cytological Techniques/economics,Cytological Techniques/utilization,Female,Health Resources/economics,Health Resources/utilization,Human papillomavirus 16/isolation & purification,Humans,Immunization Programs/economics,Immunization Programs/organization & administration,Markov Chains,Mass Screening/economics*,Mass Screening/utilization*,Middle Aged,Models, Economic,Registries,Uterine Cervical Neoplasms/epidemiology,Uterine Cervical Neoplasms/mortality,Uterine Cervical Neoplasms/pathology,Uterine Cervical Neoplasms/prevention & control*,Victoria/epidemiology,Young Adult;23216968;
Exploring risk factors in breast cancer screening program data using structured geoadditive models with high order interaction;Duarte, Elisa, de Sousa, Bruno, Cadarso-Suarez, Carmen, Kneib, Thomas, Rodrigues, Vitor;2017;;;WOS:000417466000012;
EXPLORING THE HEALTH OUTCOMES OF VARIOUS PAN-CANADIAN CERVICAL CANCER SCREENING PROGRAMS USING MICROSIMULATION MODELING.;Lacombe, J., Gauvreau, C. L., Memon, S., Popadiuk, C., Flanagan, W. M., Nadeau, C., Coldman, A. J., Wolfson, M. C., Miller, A. B.;2016;;;WOS:000379760300015;
Exploring the unknown and the unknowable with simulation models.;;;;Editorial,Comment,Bayes Theorem*,Colorectal Neoplasms/diagnosis*,Colorectal Neoplasms/epidemiology*,Decision Support Techniques*,Disease Progression*,Humans,Male,Mass Screening/standards*,Models, Theoretical*,Prostatic Neoplasms/diagnosis*,Uncertainty*;21757646;
Faecal occult blood screening for colorectal cancer: is it cost-effective?;;Health Econ. 1998 Feb.7(1):21-9.;Abstract Recently published evidence from two large-scale clinical trials conducted in England and in Denmark suggests that faecal occult blood screening for colorectal cancer significantly reduces mortality. However, before screening can be advocated as part of national health policy, its cost-effectiveness must be demonstrated. The English screening trial has been the subject of a detailed economic evaluation over the past 10 years In this paper, cost-effectiveness estimates of screening are presented, based on cost and outcome data combined in a mathematical model developed from the trial's clinical findings The estimates of cost per quality-adjusted life-year gained from colorectal cancer screening show the procedure to be of similar cost-effectiveness to breast cancer screening in the short term. Over the longer term, however, the estimates for colorectal cancer screening appear superior.;Research Support, Non-U.S. Gov't,Aged,Colorectal Neoplasms/prevention & control*,Computer Simulation,Cost-Benefit Analysis,England,Female,Humans,Male,Mass Screening/economics*,Middle Aged,Models, Econometric,Occult Blood*,Quality-Adjusted Life Years,Survival Rate;9541081;
Faecal occult blood testing in areas of high incidence and mortality. the effect of screening the population aged 50 to 59.;Fisher R1, Rooney PS.;Colorectal Dis. 2011 Sep.13(9):1024-9. doi: 10.1111/j.1463-1318.2010.02374.x. Epub 2010 Jul 9.;Abstract AIM: In central Liverpool, the incidence of colorectal cancer (CRC) is 119% of the national average. Currently, screening is offered to those aged 60-70 through the National Bowel Cancer screening programme. A theoretical model showing the effect of the introduction of biennial screening in individuals aged 50-59 has been applied to the population of central Liverpool. METHOD: The impact of screening using faecal occult blood testing (FOBT) in individuals aged 50-59 in central Liverpool (n = 47,440. males 23,312) was assessed by a model based on three levels of compliance. RESULTS: After modelling, the positive FOBT result for increased incidence of CRC, the positive predictive value for adenoma and cancer detection was calculated using age-specific positivity rates. The results indicate that between 120 and 162 new diagnoses of CRC per 100,000 population aged 50-59 could be detected by biennial screening, dependent on compliance rates. CONCLUSION: Screening individuals aged 50-59 can identify early cancers and significant adenomas, which may contribute to a reduction in the expected high mortality rate found in this geographical area. ‚? 2011 The Authors. Colorectal Disease ‚? 2011 The Association of Coloproctology of Great Britain and Ireland.;Adenoma/diagnosis*,Adenoma/epidemiology*,Age Factors,Colorectal Neoplasms/diagnosis*,Colorectal Neoplasms/epidemiology*,Colorectal Neoplasms/pathology,Early Detection of Cancer,Female,Humans,Incidence,Male,Mass Screening,Models, Statistical,Neoplasm Staging,Occult Blood*,Predictive Value of Tests,Sex Factors,United Kingdom/epidemiology;20626761;
Fecal occult blood testing: best option for colorectal cancer screening in Asia?;;;;News,Aged,Asia, Southeastern/epidemiology,Colonoscopy/economics,Colorectal Neoplasms/diagnosis*,Colorectal Neoplasms/economics,Colorectal Neoplasms/epidemiology,Colorectal Neoplasms/prevention & control*,Cost-Benefit Analysis,Far East/epidemiology,Humans,Incidence,Markov Chains,Mass Screening/economics*,Mass Screening/methods*,Middle Aged,Occult Blood*,Patient Compliance,Practice Guidelines as Topic,Sigmoidoscopy/economics;18664644;
Harms, benefits and costs of fecal immunochemical testing versus guaiac fecal occult blood testing for colorectal cancer screening.;;PLoS One. 2017 Mar 15.12(3):e0172864. doi: 10.1371/journal.pone.0172864. eCollection 2017.;Abstract BACKGROUND: The ColonCancerCheck screening program for colorectal cancer (CRC) in Ontario, Canada, is considering switching from biennial guaiac fecal occult blood test (gFOBT) screening between age 50-74 years to the more sensitive, but also less specific fecal immunochemical test (FIT). The aim of this study is to estimate whether the additional benefits of FIT screening compared to gFOBT outweigh the additional costs and harms. METHODS: We used microsimulation modeling to estimate quality adjusted life years (QALYs) gained and costs of gFOBT and FIT, compared to no screening, in a cohort of screening participants. We compared strategies with various age ranges, screening intervals, and cut-off levels for FIT. Cost-efficient strategies were determined for various levels of available colonoscopy capacity. RESULTS: Compared to no screening, biennial gFOBT screening between age 50-74 years provided 20 QALYs at a cost of CAN$200,900 per 1,000 participants, and required 17 colonoscopies per 1,000 participants per year. FIT screening was more effective and less costly. For the same level of colonoscopy requirement, biennial FIT (with a high cut-off level of 200 ng Hb/ml) between age 50-74 years provided 11 extra QALYs gained while saving CAN$333,300 per 1000 participants, compared to gFOBT. Without restrictions in colonoscopy capacity, FIT (with a low cut-off level of 50 ng Hb/ml) every year between age 45-80 years was the most cost-effective strategy providing 27 extra QALYs gained per 1000 participants, while saving CAN$448,300. INTERPRETATION: Compared to gFOBT screening, switching to FIT at a high cut-off level could increase the health benefits of a CRC screening program without considerably increasing colonoscopy demand.;Colorectal Neoplasms/diagnosis*,Cost-Benefit Analysis,Feces*,Guaiac,Humans,Immunochemistry,Occult Blood*,Quality of Life,Guaiac,P30 CA008748/CA/NCI NIH HHS/United States,U01 CA199335/CA/NCI NIH HHS/United States;28296927;
Health care costs for state transition models in prostate cancer;Krahn M.D., Bremner K.E., Zagorski B., Alibhai S.M.H., Chen W., Tomlinson G., Mitsakakis N., Naglie G.;2014,Medical Decision Making;Objective. To obtain estimates of direct health care costs for prostate cancer (PC) from diagnosis to death to inform state transition models. Methods. A stratified random sample of PC patients residing in 3 geographically diverse regions of Ontario, Canada, and diagnosed in 1993-1994, 1997-1998, and 2001-2002, was selected from the Ontario Cancer Registry. We retrieved patients' pathology reports to identify referring physicians and contacted surviving patients and next of kin of deceased patients for informed consent. We reviewed clinic charts to obtain data required to allocate each patient's observation time to 11 PC-specific health states. We linked these data to health care administrative databases to calculate resource use and costs (Canadian dollars, 2008) per health state. A multivariable mixed-effects model determined predictors of costs. Results. The final sample numbered 829 patients. In the regression model, total direct costs increased with age, comorbidity, and Gleason score (all P < 0.0001). Radical prostatectomy was the most costly primary treatment health state ($4676 per 100 days). Radical prostatectomy, hormone-refractory metastatic disease ($6398 per 100 days), and final (predeath) ($13,739 per 100 days) health states were significantly more costly (P < 0.05) than nontreated nonmetastatic PC ($3440 per 100 days), whereas the postprostatectomy ($732 per 100 days) and postradiation ($1556 per 100 days) states cost significantly less (P < 0.0001). Conclusions. This study used an innovative but labor-intensive approach linking chart and administrative data to estimate health care costs. Researchers should weigh the potential benefits of this method against what is involved in implementation. Modifications in methodology may achieve similar gains with less outlay in individual studies. However, we believe that this is a promising approach for researchers wishing to advance the quality of costing in state transition modeling. ? The Author(s) 2013.;costs, economic evaluation, prostate cancer;;
High participation rates are not necessary for cost-effective colorectal cancer screening.;Howard K1, Salkeld G, Irwig L, Adelstein BA.;J Med Screen. 2005.12(2):96-102.;"Abstract BACKGROUND: In many countries high participation is an explicit target in screening programmes. The desire for high participation often appears to drive screening policy, although it is increasingly recognized that encouraging high participation may impinge upon the rights of an individual to make an informed choice. One argument offered in support of high participation is that it improves the cost-effectiveness of screening. This is questionable on theoretical grounds, and empirically there are conflicting results. Two recent cost-effectiveness models of faecal occult blood test (FOBT) screening for colorectal cancer (CRC) showed that cost-effectiveness was improved, another showed that cost-effectiveness was worsened and a fourth indicated that cost-effectiveness was unaffected by increasing the participation rate. METHODS: We assessed the extent to which different levels and patterns of participation affect cost-effectiveness, using decision modelling of three CRC screening with FOBT scenarios. We estimate the incremental cost-effectiveness (value for money) ratios for each scenario. RESULTS: The way in which participation is modelled, particularly assumptions made about the subsequent screening behaviour of non-participants (""if"" and ""when"" a non-participant attends for subsequent screening), affects the cost-effectiveness estimates for FOBT screening programmes. 100% participation in all screening rounds gives a cost per life year saved (LYS) of USD 9705. Cost-effectiveness is worst when people who do not take part in one screening round (initial or subsequent) never take part in any future rounds of screening. Under this scenario, a participation rate of 20% in second and subsequent rounds gives a cost per LYS of USD 29,500. Under more realistic assumptions, for example the attendance of even a small proportion of non-participants in subsequent rounds, cost-effectiveness is more favourable and similar to that achieved for full participation: the scenario with a random participation rate of 20% in second and subsequent rounds for both participants and non-participants has a cost per LYS of USD 11,270. CONCLUSIONS: Contrary to a commonly held view, high participation in screening programmes is not necessary to achieve cost-effectiveness. Setting high target participation rates in screening programmes does not guarantee cost-effectiveness and may in certain circumstances reduce the cost-effectiveness.";Research Support, Non-U.S. Gov't,Colorectal Neoplasms/diagnosis*,Cost-Benefit Analysis,Costs and Cost Analysis,Feces,Humans,Markov Chains,Mass Screening/economics*,Mass Screening/methods*,Middle Aged,Models, Econometric,Models, Theoretical,Occult Blood,Sensitivity and Specificity;15949121;
How Much Colonoscopy Screening Should Be Recommended to Individuals With Various Degrees of Family History of Colorectal Cancer?;Wilschut, Janneke A., Steyerberg, Ewout W., van Leerdam, Monique E., Lansdorp-Vogelaar, Iris, Habbema, J. Dik F., van Ballegooijen, Marjolein;2011;;;WOS:000295186000012;
HPV testing for cervical cancer screening appears more cost-effective than Papanicolau cytology in Mexico;Flores Y.N., Bishai D.M., Lorincz A., Shah K.V., Lazcano-Ponce E., Hernandez M., Granados-Garcia V., Perez R., Salmeron J.;2011,Cancer Causes and Control;Objective: To determine the incremental costs and effects of different HPV testing strategies, when compared to Papanicolau cytology (Pap), for cervical cancer screening in Mexico. Methods: A cost-effectiveness analysis (CEA) examined the specific costs and health outcomes associated with (1) no screening, (2) only the Pap test, (3) only self-administered HPV, (4) only clinician administered HPV, and (5) clinician administered HPV plus the Pap test. The costs of self- and clinician-HPV testing, as well as with the Pap test, were identified and quantified. Costs were reported in 2008 US dollars. The health outcome associated with these screening strategies was defined as the number of high-grade cervical intraepithelial neoplasia or cervical cancer cases detected. This CEA was performed using the perspective of the Mexican Institute of Social Security (IMSS) in Morelos, Mexico. Results: Screening women between the ages of 30-80 for cervical cancer using clinical-HPV testing or the combination of clinical-HPV testing, and the Pap is always more cost-effective than using the Pap test alone. Conclusions: This CEA indicates that HPV testing could be a cost-effective screening alternative for a large health delivery organization such as IMSS. These results may help policy-makers implement HPV testing as part of the IMSS cervical cancer screening program. ? 2010 The Author(s).;Cervical cancer, Cost-effectiveness, HPV, Mexico, Screening;;
Human papillomavirus testing with Pap triage for cervical cancer prevention in Canada: a cost-effectiveness analysis.;;BMC Med. 2009 Nov 9.7:69. doi: 10.1186/1741-7015-7-69.;Abstract BACKGROUND: Recently published results from a large randomized trial (Canadian Cervical Cancer Screening Trial study group) suggest that human papillomavirus testing followed by Pap smear-based triage for human papillomavirus positive women may be an effective way to screen women for cervical cancer. We determined the potential cost-effectiveness of including human papillomavirus tests for cervical cancer screening for Canada and three provinces: Alberta, Newfoundland and Ontario. METHODS: We developed four Markov decision models using data from relevant Canadian and provincial studies and databases. The models were used to determine the number of false positive test results, cancers, lifetime costs and life-expectancy for 27 different screening strategies that varied by age to begin screening (18 or 25 years), screening interval ( two, three, or five years) and whether the currently recommended strategy (screening every year from age 18 until 21 and then every three years afterwards with conventional Paps) was conducted prior to age 25. Strategies were compared using incremental cost-effectiveness ratios. RESULTS: Screening strategies beginning at age 18 were associated with a substantial increase in the number of false-positive test results but only small differences in the number of cancers compared to the same strategy conducted beginning at age 25. Strategies of human papillomavirus testing first, followed by triage with Pap smears were associated with lower costs and greater increases in life-expectancy than the currently recommended screening strategy in Canada. CONCLUSION: A strategy of human papillomavirus testing beginning at age 25, with Pap triage for women with positive human papillomavirus results may be more effective at reducing cervical cancer at a lower cost than the current recommended strategy for screening in Canada.;Research Support, N.I.H., Extramural,Research Support, Non-U.S. Gov't,Adolescent,Adult,Alberta,Cervix Uteri/pathology*,Cervix Uteri/virology*,Cost-Benefit Analysis,Female,Humans,Mass Screening/methods*,Newfoundland and Labrador,Ontario,Papanicolaou Test*,Papillomavirus Infections/diagnosis*,Uterine Cervical Neoplasms/economics*,Uterine Cervical Neoplasms/prevention & control*,Uterine Cervical Neoplasms/virology,Vaginal Smears/economics*,Young Adult,014033/Canadian Institutes of Health Research/Canada,1K07-CA113773/CA/NCI NIH HHS/United States,83320/Canadian Institutes of Health Research/Canada;19900264;
Impact of HPV sample self-collection for underscreened women in the renewed Cervical Screening Program.;;Med J Aust. 2016 Mar 21.204(5):1941e-7.;Abstract OBJECTIVES: In 2017, the National Cervical Screening Program in Australia will transition to 5-yearly primary HPV screening for all women, irrespective of human papillomavirus (HPV) vaccination status. As an adjunct to the mainstream program, HPV testing on self-collected samples will be offered under practitioner supervision to all unscreened and underscreened women aged 30-74 years. We quantified how different screening decisions affect the future risk of cervical cancer. DESIGN: Simulation of outcomes for 100 000 previously unscreened women, aged 30 years and eligible for self-collection, using a well-established model of HPV natural history and cervical screening. MAIN OUTCOME MEASURES: Cumulative cancer diagnoses and deaths averted (compared with remaining unscreened) to age 84, number needed to treat for pre-cancer (NNT) to avert each cancer diagnosis. RESULTS: One round of self-collected HPV screening at age 30 years would avert 908 cancer diagnoses and 364 cancer deaths in the cohort by age 84 (NNT, 5.8). Benefits would still be achieved were self-collected screening delayed to age 40 (922 fewer diagnoses. 426 fewer deaths. NNT, 3.7) or 50 (684 fewer diagnoses. 385 fewer deaths. NNT, 3.2). However, the benefits associated with joining the mainstream screening program would be substantially larger (2002, 1623 or 1091 fewer diagnoses and NNT of 4.9, 3.7 or 3.4 by joining at age 30, 40 or 50 years respectively). The relative benefits of joining the mainstream program were similar for cohorts who had been offered vaccination. CONCLUSIONS: Offering HPV self-collection has the potential to considerably improve outcomes for unscreened and underscreened women. Nevertheless, these findings underscore the need for concerted strategies to encourage these women to join the mainstream HPV screening program.;Adult,Aged,Aged, 80 and over,Australia,Cause of Death,Female,Humans,Mass Screening/organization & administration*,Middle Aged,Papillomaviridae*,Papillomavirus Infections/diagnosis*,Papillomavirus Infections/mortality,Papillomavirus Infections/prevention & control*,Self-Examination/methods*,Uterine Cervical Neoplasms/diagnosis*,Uterine Cervical Neoplasms/prevention & control*,Vaginal Smears/methods*,Vulnerable Populations*;26985849;
Impact of risk factors on different interval cancer subtypes in a population-based breast cancer screening programme.;Blanch J1, Sala M2, Ibƒöƒ?ez J3, Domingo L4, Fernandez B5, Otegi A6, Barata T7, Zubizarreta R5, Ferrer J8, Castells X2, Ruƒ? M9, Salas D3. INCA Study Group.;PLoS One. 2014 Oct 21.9(10):e110207. doi: 10.1371/journal.pone.0110207. eCollection 2014.;Abstract BACKGROUND: Interval cancers are primary breast cancers diagnosed in women after a negative screening test and before the next screening invitation. Our aim was to evaluate risk factors for interval cancer and their subtypes and to compare the risk factors identified with those associated with incident screen-detected cancers. METHODS: We analyzed data from 645,764 women participating in the Spanish breast cancer screening program from 2000-2006 and followed-up until 2009. A total of 5,309 screen-detected and 1,653 interval cancers were diagnosed. Among the latter, 1,012 could be classified on the basis of findings in screening and diagnostic mammograms, consisting of 489 true interval cancers (48.2%), 235 false-negatives (23.2%), 172 minimal-signs (17.2%) and 114 occult tumors (11.3%). Information on the screening protocol and women's characteristics were obtained from the screening program registry. Cause-specific Cox regression models were used to estimate the hazard ratios (HR) of risks factors for interval cancer and incident screen-detected cancer. A multinomial regression model, using screen-detected tumors as a reference group, was used to assess the effect of breast density and other factors on the occurrence of interval cancer subtypes. RESULTS: A previous false-positive was the main risk factor for interval cancer (HR¢??=¢??2.71, 95%CI: 2.28-3.23). this risk was higher for false-negatives (HR¢??=¢??8.79, 95%CI: 6.24-12.40) than for true interval cancer (HR¢??=¢??2.26, 95%CI: 1.59-3.21). A family history of breast cancer was associated with true intervals (HR¢??=¢??2.11, 95%CI: 1.60-2.78), previous benign biopsy with a false-negatives (HR¢??=¢??1.83, 95%CI: 1.23-2.71). High breast density was mainly associated with occult tumors (RRR¢??=¢??4.92, 95%CI: 2.58-9.38), followed by true intervals (RRR¢??=¢??1.67, 95%CI: 1.18-2.36) and false-negatives (RRR¢??=¢??1.58, 95%CI: 1.00-2.49). CONCLUSION: The role of women's characteristics differs among interval cancer subtypes. This information could be useful to improve effectiveness of breast cancer screening programmes and to better classify subgroups of women with different risks of developing cancer.;Research Support, Non-U.S. Gov't,Adult,Aged,Breast Neoplasms/classification,Breast Neoplasms/diagnosis*,Breast Neoplasms/pathology,Early Detection of Cancer,False Negative Reactions,Female,Follow-Up Studies,Humans,Mammography,Mass Screening,Middle Aged,Proportional Hazards Models,Risk Factors;25333936;
Impact of systematic false-negative test results on the performance of faecal occult blood screening.;;Eur J Cancer. 2001 May.37(7):912-7.;Abstract The impact of systematic false-negative test results on mortality reduction and on programme sensitivity of annual faecal occult blood testing in ages 50-84 years is explored using a microsimulation model. We made calculations for test sensitivities of 80, 50 and 30%. In order to reproduce a cancer detection rate of 2.2 per 1000 at the first screening, the corresponding mean preclinical sojourn times had to be 1.42, 2.30 and 3.84 years, respectively. The fraction systematic results among the false-negative results is varied between 0 and 100%. With 80% test sensitivity, the reduction in mortality due to screening decreases from 25% without systematic results to 23% when all false-negative results are systematic and the programme sensitivity decreases from 63 to 58%. With 30% test sensitivity, mortality reduction decreases from 21 to 11% and programme sensitivity decreases from 52 to 27%. The impact of systematic false-negative test results is important if annual FOBT screening is considered.;Research Support, U.S. Gov't, P.H.S.,Aged,Aged, 80 and over,Colorectal Neoplasms/prevention & control*,Computer Simulation,False Negative Reactions,Humans,Mass Screening/methods,Mass Screening/standards*,Middle Aged,Occult Blood*,Sensitivity and Specificity,N01-55186/PHS HHS/United States;11313180;
Impact of whole-body CT screening on the cost-effectiveness of CT colonography.;Hassan C1, Pickhardt PJ, Laghi A, Zullo A, Kim DH, Iafrate F, Di Giulio L, Morini S.;Radiology. 2009 Apr.251(1):156-65. doi: 10.1148/radiol.2511080590.;Abstract PURPOSE: To analyze the impact of adding computed tomographic (CT) imaging of the chest on the clinical effectiveness and cost-effectiveness of CT colonography to determine whether performing CT colonography and whole-body CT is a more clinically and cost-effective strategy than CT colonography alone when screening average-risk subjects. MATERIALS AND METHODS: A Markov model simulated the occurrence of colorectal neoplasia, extracolonic abominal-pelvic malignancy, lung cancer, coronary artery disease (CAD), and abdominal aortic aneurysm (AAA) in a cohort of 100,000 U.S. subjects aged 50 to 100 years. Cost-effectiveness of CT colonography and whole-body CT was compared with that of CT colonography alone. each test was assumed to be repeated every 10 years between ages of 50 and 80 years. RESULTS: Performing CT colonography and whole-body CT was more effective and costly than was CT colonography alone. The addition of chest CT was associated with a 22% increase in efficacy (life-years gained: 14,662 vs 11,990) and with a 48% increase in cost per person ($13,605 vs $9,223). Both strategies were cost effective as compared with no screening, with an incremental cost-effectiveness ratio (ICER) of $17,672 (CT colonography alone) and $44,337 (CT colonography and whole-body CT), respectively, but performing CT colonography and whole-body CT was not a cost-effective option when compared with CT colonography alone (ICER, $164,020). This was mainly a result of the high cost of false-positive follow-up for CAD and to the poor efficacy of lung cancer screening. Expected value of perfect information was $520 per patient. CONCLUSION: The addition of chest CT to CT colonography does not appear to be a cost-effective alternative. Further research is needed before whole-body CT can be recommended in clinical practice.;Colonography, Computed Tomographic/economics*,Computer Simulation,Cost-Benefit Analysis/economics*,Health Care Costs/statistics & numerical data*,Humans,Mass Screening/economics*,Models, Economic*,Radiography, Thoracic/statistics & numerical data*,Tomography, X-Ray Computed,United States,Whole Body Imaging/economics*;19332851;
Improving the NHS cervical screening laboratory performance indicators by making allowance for population age, risk and screening interval.;Blanks RG1, Moss SM, Denton K.;Cytopathology. 2006 Dec.17(6):323-38.;Abstract OBJECTIVE: One of the key performance measures in the monitoring of the NHS cervical screening programme is the targeting of laboratories with very high or low percentages (outside the 10th-90th percentile) of adequate smears that have moderate dyskaryosis or worse. These laboratories are assumed to include those laboratories that may have extremes of sensitivity and specificity. A clear limitation with this methodology is that laboratories do not examine smears from women with the same underlying risk, age distribution or screening interval and adjustment for these factors should considerably improve the method. METHODS: This paper describes a method that allows for these confounding variables and a new age-risk-interval adjusted moderate dyskaryosis or worse rate (ARI-adjusted mod+ rate) can be calculated. The adjusted rate is the rate of moderate or worse dyskaryotic smears that the laboratory would have detected had it been screening women with an English 'average' age-risk-interval. All laboratories can therefore be compared using this method. RESULTS: The methodology is illustrated using data from the NHSCSP South West Region. The particularly low percentage of moderate or worse smears detected by one or two laboratories can be shown to be due to a local screened population with a very low risk because of a high mean age, relatively short screening interval and census variables associated with a low risk, rather than any under-calling by the associated laboratories. CONCLUSIONS: The ARI-adjusted mod+ rate requires to be calculated for all laboratories in England if it is to be used as a primary performance indicator. Alternatively, it can be used to further examine laboratories that are deemed to be outliers using the current methodology.;Adult,Age Factors,Cervical Intraepithelial Neoplasia/diagnosis*,Female,Humans,Mass Screening/methods,Mass Screening/standards,Middle Aged,Models, Statistical,Risk Factors,State Medicine,United Kingdom,Uterine Cervical Neoplasms/diagnosis*,Vaginal Smears/methods*,Vaginal Smears/standards*;17168915;
